Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
5908,C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,CC#N,332,358,Yes,322.407,C20H22N2O2,1.9624,-3.212,4,1,247.38,0.15207,45.59,3.7209,3,1286
5909,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,Cc1ccccc1,335,355,Yes,400.52,C26H28N2O2,4.1807,-4.234,4,1,309.37,0.1216,45.59,0.51653,6,2319
5910,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,ClCCl,334,363,Yes,400.52,C26H28N2O2,4.1807,-4.234,4,1,309.37,0.1216,45.59,0.51653,6,2319
5911,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,C1CCOC1,338,358,Yes,400.52,C26H28N2O2,4.1807,-4.234,4,1,309.37,0.1216,45.59,0.51653,6,2319
5912,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,CCCC#N,337,361,Yes,400.52,C26H28N2O2,4.1807,-4.234,4,1,309.37,0.1216,45.59,0.51653,6,2319
5913,C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,CC#N,335,362,Yes,400.52,C26H28N2O2,4.1807,-4.234,4,1,309.37,0.1216,45.59,0.51653,6,2319
5914,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,Cc1ccccc1,447,552,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5915,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CCCCOCCCC,445,550,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5916,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CC(C)OC(C)C,443,544,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5917,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CCOC(C)=O,445,560,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5918,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,C1CCOC1,450,567,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5919,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,ClCCl,448,582,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5920,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CN(C)C=O,454,584,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5921,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CCO,460,640,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5922,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CC#N,446,585,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5923,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,Cc1ccccc1,398,465,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5924,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CCCCOCCCC,393,461,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5925,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CC(C)OC(C)C,391,450,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5926,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CCOC(C)=O,398,473,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5927,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,C1CCOC1,400,475,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5928,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,ClCCl,401,492,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5929,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CN(C)C=O,409,503,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5930,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CCO,405,550,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5931,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,CC#N,402,500,Yes,325.326,C20H11N3O2,3.4533,-6.039,5,3,224.26,0.29216,77.75,1.53,0,1216
5932,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,C1CCCCC1,462,556,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5933,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,Cc1ccccc1,472,580,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5934,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CCCCOCCCC,469,570,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5935,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CC(C)OC(C)C,470,570,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5936,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CCOC(C)=O,472,585,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5937,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,C1CCOC1,471,586,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5938,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,ClCCl,477,613,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5939,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CN(C)C=O,474,612,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5940,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CCO,480,646,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5941,CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CC#N,470,610,Yes,621.907,C41H55N3O2,9.8848,-6.849,5,0,520.3,0.083356,47.24,-12.615,20,8837
5942,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,466,512.4,Yes,338.164,C19H17BF2N2O,3.2171,-6.206,3,0,245.65,0.060126,20.86,-3.2036,2,1442
5943,COc1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,410.5,478.2,Yes,325.121,C18H14BF2NO2,3.2507,-6.188,3,0,233.09,0.091038,26.85,-4.8892,2,1271
5944,Cc1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,404,471,Yes,309.122,C18H14BF2NO,3.6646,-6.514,2,0,223.09,0.050294,17.62,-5.0917,1,1102
5945,Cc1cccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,401.5,464.8,Yes,309.122,C18H14BF2NO,3.6646,-6.514,2,0,223.09,0.050294,17.62,-5.0917,1,1086
5946,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3cc[n+]21,ClC(Cl)Cl,400,463.2,Yes,295.095,C17H12BF2NO,3.3207,-6.17,2,0,210.83,0.053218,17.62,-5.0829,1,956
5947,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3cc[n+]21,ClC(Cl)Cl,403,466.4,Yes,373.991,C17H11BBrF2NO,4.0459,-7.004,2,0,229.46,0.048897,17.62,-6.8729,1,1102
5948,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3cc[n+]21,ClC(Cl)Cl,399.5,465,Yes,373.991,C17H11BBrF2NO,4.0459,-7.004,2,0,229.46,0.048897,17.62,-6.8729,1,1086
5949,F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2c3ccccc3cc[n+]21,ClC(Cl)Cl,398.5,464.6,Yes,363.092,C18H11BF5NO,4.169,-6.948,2,0,240.29,0.046694,17.62,-12.273,2,1615
5950,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,ClCCl,392,402,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
5951,CC(C)(C)c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccc(C(C)(C)C)cc2)C3)cc1,ClCCl,392,404,Yes,797.095,C62H52,18.616,-21.04,0,0,618.86,0,0,-5.5019,6,1.43E+04
5952,CC(C)(C)c1ccc(-c2c3c(c(-c4ccc(C(C)(C)C)cc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccc(C(C)(C)C)cc4)c4cc5ccccc5cc4c2-c2ccc(C(C)(C)C)cc2)C3)cc1,ClCCl,393,409,Yes,909.31,C70H68,21.779,-23.36,0,0,713.24,0,0,-5.5019,8,1.99E+04
5953,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,CCCCCC,388,396,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
5954,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,Cc1ccccc1,391,402,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
5955,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,CO,388,398,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
5956,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,CC#N,389,400,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
5957,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,Cc1ccccc1,398,493,Yes,543.729,C36H33NO2S,10.428,-11.51,3,0,409.76,0.122,65.62,-0.16596,5,5144
5958,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,CS(C)=O,405,557,Yes,543.729,C36H33NO2S,10.428,-11.51,3,0,409.76,0.122,65.62,-0.16596,5,5144
5959,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,CO,403,572,Yes,543.729,C36H33NO2S,10.428,-11.51,3,0,409.76,0.122,65.62,-0.16596,5,5144
5960,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,Cc1ccccc1,392,479,Yes,588.726,C36H32N2O4S,9.5064,-11.97,6,0,433.43,0.18552,111.44,-5.2194,6,6551
5961,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,CS(C)=O,400,538,Yes,588.726,C36H32N2O4S,9.5064,-11.97,6,0,433.43,0.18552,111.44,-5.2194,6,6551
5962,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,CO,393,531,Yes,588.726,C36H32N2O4S,9.5064,-11.97,6,0,433.43,0.18552,111.44,-5.2194,6,6551
5963,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)ccc(c34)C2=O)c1,Cc1ccccc1,440,575,Yes,710.939,C48H42N2O2S,13.022,-15.686,4,0,539.58,0.099225,68.86,-0.16596,8,1.23E+04
5964,c1cc2ccc1-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2s1,C1CCOC1,346,523,Yes,702.964,C48H30S3,15.721,-19.13,0,0,525.66,0.1162,84.72,0.69797,0,1.09E+04
5965,c1cc2ccc1-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2s1,C1CCOC1,354,472,Yes,937.286,C64H40S4,20.961,-25.33,0,0,700.88,0.1162,112.96,0.69797,0,2.58E+04
5967,c1cc2ccc1-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc([se]1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2[se]1,C1CCOC1,370,492,Yes,1124.86,C64H40Se4,19.701,-18.666,0,0,619.44,0,0,-4.6842,0,2.58E+04
5968,c1cc2ccc1-c1ccc(cc1)-c1sc(c3c1OCCO3)-c1ccc(cc1)-c1ccc(cc1)-c1sc(c3c1OCCO3)-c1ccc(cc1)-c1ccc(cc1)-c1sc-2c2c1OCCO2,C1CCOC1,371,555,Yes,877.072,C54H36O6S3,15.657,-19.676,6,0,627.72,0.19289,140.1,-6.9496,0,1.80E+04
5969,COC(=O)c1ccccc1C#Cc1ccccc1NC(C)=O,ClCCl,334,419,Yes,293.321,C18H15NO3,3.4603,-3.135,4,1,244.3,0.1946,55.4,-5.4182,4,1124
5970,COC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,ClCCl,363,453,Yes,323.347,C19H17NO4,3.2291,-3.321,5,1,259.13,0.22502,70.78,-7.6101,2,1237
5971,COC(=O)c1cccc2c1C#Cc1c(NC(C)=O)cccc1OCCCO2,ClCCl,341,406,Yes,365.384,C21H19NO5,3.6101,-3.587,6,1,292.08,0.23124,73.86,-5.6982,3,1727
5972,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,ClCCl,345,456,Yes,393.442,C22H23N3O4,2.1979,-3.33,7,3,314.56,0.2679,102.68,-0.92258,3,2190
5973,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(NC(=O)[C@@H](NC(C)=O)C(C)C)cccc1OCCCO2,ClCCl,336,390,Yes,534.611,C29H34N4O6,2.6946,-4.171,10,4,426.24,0.27684,134.86,-4.3365,7,5034
5974,CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,ClCCl,318,390,Yes,378.427,C22H22N2O4,3.4024,-3.089,6,1,304.64,0.20053,67.87,-0.97172,2,1904
5975,COC(=O)c1ccccc1C#Cc1ccccc1NC(C)=O,CC#N,330,422,Yes,293.321,C18H15NO3,3.4603,-3.135,4,1,244.3,0.1946,55.4,-5.4182,4,1124
5976,COC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,CC#N,359,487,Yes,323.347,C19H17NO4,3.2291,-3.321,5,1,259.13,0.22502,70.78,-7.6101,2,1237
5977,COC(=O)c1cccc2c1C#Cc1c(NC(C)=O)cccc1OCCCO2,CC#N,335,413,Yes,365.384,C21H19NO5,3.6101,-3.587,6,1,292.08,0.23124,73.86,-5.6982,3,1727
5978,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,CC#N,347,475,Yes,393.442,C22H23N3O4,2.1979,-3.33,7,3,314.56,0.2679,102.68,-0.92258,3,2190
5979,CNC(=O)[C@H](C)NC(=O)c1cccc2c1C#Cc1c(NC(=O)[C@@H](NC(C)=O)C(C)C)cccc1OCCCO2,CC#N,324,394,Yes,534.611,C29H34N4O6,2.6946,-4.171,10,4,426.24,0.27684,134.86,-4.3365,7,5034
5980,CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,CC#N,315,394,Yes,378.427,C22H22N2O4,3.4024,-3.089,6,1,304.64,0.20053,67.87,-0.97172,2,1904
5981,CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CC,ClC(Cl)Cl,419,425,Yes,312.415,C22H20N2,5.1498,-5.004,2,0,242.1,0.056753,9.86,1.2209,2,1169
5982,CCC(CC)n1c2ccccc2c2cc3c(cc21)c1ccccc1n3C(CC)CC,ClC(Cl)Cl,419,423,Yes,396.576,C28H32N2,7.9422,-5.914,2,0,319.14,0.043053,9.86,1.3051,6,2138
5983,CCc1cc(CC)cc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2cc(CC)cc(CC)c2)c1,ClC(Cl)Cl,410,416,Yes,520.718,C38H36N2,10.335,-14.258,2,0,413.66,0.033216,9.86,-0.40194,6,4825
5984,CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)cc2)cc1,ClC(Cl)Cl,409,415,Yes,464.61,C34H28N2,8.816,-13.252,2,0,361.62,0.037996,9.86,-0.40194,4,3735
5985,CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)s2)s1,ClC(Cl)Cl,398,405,Yes,476.667,C30H24N2S2,9.2514,-14.676,2,0,353.5,0.15406,66.34,2.0773,4,3106
5986,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,ClC(Cl)(Cl)Cl,402,460,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5987,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,Cc1ccccc1,400,471,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5988,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,c1ccccc1,402,474,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5989,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,C1CCOC1,406,483,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5990,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCOC(C)=O,404,491,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5991,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,ClCCl,402,491,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5992,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CN(C)C=O,410,506,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5993,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,414,510,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5994,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CC#N,402,507,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5995,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCCCO,416,521,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5996,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCCO,414,522,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5997,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCO,414,523,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5998,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CO,412,531,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
5999,CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,O,382,552,Yes,276.338,C18H16N2O,2.8359,-4.303,3,2,204.54,0.17581,41.13,2.835,0,784
6000,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,ClC(Cl)(Cl)Cl,395,451,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6001,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,Cc1ccccc1,404,460,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6002,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,c1ccccc1,404,462,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6003,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,C1CCOC1,407,474,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6004,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCOC(C)=O,403,482,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6005,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,ClCCl,403,473,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6006,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CN(C)C=O,421,493,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6007,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,424,494,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6008,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CC#N,421,496,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6009,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCCCO,424,505,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6010,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCCO,423,505,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6011,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCO,424,506,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6012,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CO,424,513,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6013,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,O,404,536,Yes,310.783,C18H15ClN2O,3.4419,-5.039,3,2,219.96,0.16348,41.13,2.8964,0,903
6014,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,ClC(Cl)(Cl)Cl,404,488,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6015,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,Cc1ccccc1,397,467,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6016,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,c1ccccc1,402,469,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6017,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,C1CCOC1,404,480,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6018,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCOC(C)=O,395,489,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6019,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,ClCCl,403,482,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6020,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CN(C)C=O,421,504,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
6021,COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CS(C)=O,424,504,Yes,306.364,C19H18N2O2,2.7659,-4.321,4,2,226.8,0.20265,50.36,2.8895,1,1040
