SMILES,Fluorescent
CCCCn1c2ccc(-c3ccc4ccccc4c3)cc2c2ccc3c4cc(-c5ccc6ccccc6c5)ccc4n(CCCC)c3c21,1
CCCCn1c2ccc(-c3ccc(OC)cc3)cc2c2ccc3c4cc(-c5ccc(OC)cc5)ccc4n(CCCC)c3c21,1
CCCCn1c2ccc(-c3cccc(F)c3)cc2c2ccc3c4cc(-c5cccc(F)c5)ccc4n(CCCC)c3c21,1
CCCCn1c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c2ccc3c4cc(-c5ccc(C(F)(F)F)cc5)ccc4n(CCCC)c3c21,1
CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,1
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,1
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,1
COc1ccc(-c2ncccn2)cc1,1
COc1ccc(/C=C/c2ccncn2)cc1,1
CCCCCCOc1ccc(-c2ccc(/C=C/c3cc(/C=C/c4ccc(-c5ccc(OCCCCCC)cc5)cc4)ncn3)cc2)cc1,1
CN(C)c1ccc(/C=C/c2ncccn2)cc1,1
CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)ncn2)cc1,1
C(=C/c1ncccn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,1
c1ccc(N(c2ccccc2)c2ccc(-c3ccncn3)cc2)cc1,1
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,1
O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,1
CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1,1
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,1
O=C1c2ccccc2NCN1Cc1ccccc1,1
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,1
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,1
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,1
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,1
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,1
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,1
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,1
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,1
Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,1
Cn1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c1,1
COc1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)s1,1
O=P1(c2ccccc2)C(c2ccc(C(F)(F)F)cc2)=Cc2ccccc21,1
O=P1(c2ccccc2)C(c2cccs2)=Cc2ccccc21,1
CC(C)(C)c1ccc(C2=Cc3cc4c(cc3P2(=O)c2ccccc2)C=C(c2ccc(C(C)(C)C)cc2)P4(=O)c2ccccc2)cc1,1
CC(C)(C)c1ccc(-c2cc3cc4c(cc(-c5ccc(C(C)(C)C)cc5)p4-c4ccccc4)cc3p2-c2ccccc2)cc1,1
O=P1(c2ccccc2)C(c2ccc(C3=Cc4ccccc4P3(=O)c3ccccc3)cc2)=Cc2ccccc21,1
O=Cc1ccc(-c2cccs2)s1,1
CCOC(=O)c1c(N)sc(N)c1C(=O)OCC,1
CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC,1
CCOC(=O)c1c(N)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,1
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1C(=O)OCC,1
CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,1
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,1
CCCCCCCCCCc1csc(/C=N/c2sc(/N=C/c3cc(CCCCCCCCCC)cs3)c(C(=O)OCC)c2C(=O)OCC)c1,1
c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1,1
C(=C/c1ccc(/C=C/c2cccs2)s1)\c1cccs1,1
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,1
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,1
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,1
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,1
O=C(N/N=C/c1ccccc1O)c1ccccc1,1
O=C(N/N=C/c1ccccc1O)c1ccccc1O,1
O=C(N/N=C/c1ccccc1O)c1cccc2ccccc12,1
O=C(N/N=C/c1ccccc1O)c1cc2ccccc2cc1O,1
O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,1
O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3,1
COc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,1
CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1,1
Cc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,1
COc1ccc(-n2c3ccccc3c3cc(/C=C/C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,1
CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C)cc1,1
Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,1
CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,1
Cc1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)cc1,1
c1cc2ccc3ccc(-n4c5ccccc5c5ccccc54)c4ccc(c1)c2c34,1
OCc1cc(/N=N/c2ccc(-c3cccs3)cc2F)ccc1O,1
OCc1cc(/N=N/c2ccc(-c3ccc4ccccc4c3)cc2F)ccc1O,1
OCc1cc(/N=N/c2ccc(-c3c4ccccc4cc4ccccc34)cc2F)ccc1O,1
OCc1cc(/N=N/c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,1
OCc1cc(/N=N\c2ccc(-c3cccs3)cc2F)ccc1O,1
OCc1cc(/N=N\c2ccc(-c3ccc4ccccc4c3)cc2F)ccc1O,1
OCc1cc(/N=N\c2ccc(-c3c4ccccc4cc4ccccc34)cc2F)ccc1O,1
OCc1cc(/N=N\c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,1
COc1cc2c(cc1C=C(C#N)C#N)c1ccccc1n2C,1
CCOC(=O)/C(C#N)=C/c1cc2c3ccccc3n(C)c2cc1OC,1
COc1cc2c(cc1/C=C(\C#N)c1nc3ccccc3s1)c1ccccc1n2C,1
CN(C)c1ccc2c3c(c(=O)oc2c1)C=c1cc2c(cc1O3)=[N+](CCC(=O)O)CCC2,1
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2ccc(N(C)C)cc2oc1=O)O3,1
O=C(O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,1
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,1
CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(Br)ccc2-1,1
CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,1
CCC1(CC)c2cc(-c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,1
CCC1(CC)c2cc(C#Cc3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(C#Cc4cccs4)ccc2-3)C(CC)(CC)c2cc(C#Cc3cccs3)ccc2-1,1
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,1
CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,1
CCCCn1c2ccccc2c2c1c1c3ccccc3n(CCCC)c1c1c3ccccc3n(CCCC)c21,1
CCCCn1c2ccc(-c3cccs3)cc2c2c1c1c3ccc(-c4cccs4)cc3n(CCCC)c1c1c3ccc(-c4cccs4)cc3n(CCCC)c21,1
CCCCn1c2ccc(C#Cc3cccs3)cc2c2c1c1c3ccc(C#Cc4cccs4)cc3n(CCCC)c1c1c3ccc(C#Cc4cccs4)cc3n(CCCC)c21,1
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,1
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,1
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,1
c1ccc2c(-c3cncnc3)c3ccccc3c(-c3cncnc3)c2c1,1
Clc1ncc(-c2c3ccccc3c(-c3cnc(Cl)nc3)c3ccccc23)cn1,1
COCc1ncc(-c2c3ccccc3c(-c3cnc(COC)nc3)c3ccccc23)cn1,1
N#Cc1ncc(-c2c3ccccc3c(-c3cnc(C#N)nc3)c3ccccc23)cn1,1
N#Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1,1
O=Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1,1
c1cnc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)nc1,1
N#Cc1cnc(-c2c3ccccc3c(-c3ncc(C#N)cn3)c3ccccc23)nc1,1
N#Cc1cnc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)nc1,1
c1ccc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)cc1,1
c1ccc(-c2c3ccccc3c(-c3cncnc3)c3ccccc23)cc1,1
c1cnc(-c2c3ccccc3c(-c3cncnc3)c3ccccc23)nc1,1
N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,1
N=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,1
O=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,1
COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=N)oc12,1
COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=O)oc12,1
N#Cc1c(C#N)c2ccccc2c2ccccc12,1
N#Cc1c(C#N)c2cc(F)ccc2c2ccc(F)cc12,1
N#Cc1c(C#N)c2cc(Cl)ccc2c2ccc(Cl)cc12,1
N#Cc1c(C#N)c2cc(Cl)c(Cl)cc2c2cc(Cl)c(Cl)cc12,1
N#Cc1c(C#N)c2cc(Br)ccc2c2ccc(Br)cc12,1
Cc1ccc2c(c1)c(C#N)c(C#N)c1cc(C)ccc12,1
COc1ccc2c(c1)c(C#N)c(C#N)c1cc(OC)ccc12,1
CCCCCCc1ccc2c(/C=N/c3ccc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)cc3)c(O)ccc2c1,1
CCCCCCc1ccc2c(/C=N/c3cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)cc(/N=C/c4c(O)ccc5cc(CCCCCC)ccc45)c3)c(O)ccc2c1,1
CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1ccc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc1)=C3,1
CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)c1)=C3,1
CCCCCCc1ccc2c3c(ccc2c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1ccc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(c2ccccc2)c2ccccc2)cc1)=C3,1
CCCCCCc1ccc2c3c(ccc2c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(c2ccccc2)c2ccccc2)cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(c2ccccc2)c2ccccc2)c1)=C3,1
CN(C)c1ccc(/C=C/c2nc3cc(Br)ccc3nc2-c2ccccc2)cc1,1
CN(C)c1ccc(/C=C/c2nc3ccc(Br)cc3nc2-c2ccccc2)cc1,1
Cc1nc2cc(/C=C/c3ccc(N(C)C)cc3)ccc2nc1-c1ccccc1,1
Cc1nc2ccc(/C=C/c3ccc(N(C)C)cc3)cc2nc1-c1ccccc1,1
Cc1ccc2nc(/C=C/c3ccc(N(C)C)cc3)c(-c3ccccc3)nc2c1,1
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(-c4ccccc4)c(/C=C/c4ccc(N(C)C)cc4)nc3c2)cc1,1
CCCn1c(=O)c(/C=C/c2nc3ccc(C)cc3n(CCC)c2=O)nc2ccc(C)cc21,1
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4ccc(N(C)C)cc4)c(-c4ccccc4)nc3c2)cc1,1
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4ccc(N(C)C)cc4)c(=O)n(CCC)c3c2)cc1,1
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4nc5ccc(/C=C/c6ccc(N(CCCC)CCCC)cc6)cc5n(CCC)c4=O)c(=O)n(CCC)c3c2)cc1,1
CCCCCCCCCCCCCCCCOC(=O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1ccc2ccc3cccc4ccc1c2c34,1
C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1c2ccccc2cc2ccccc12,1
C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,1
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,1
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,1
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,1
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,1
Cc1ccc2c(nc3c(=O)n(C)c(=O)nc-3n2C)c1C,1
Cc1cc(C)c2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,1
Cc1cc(C)c2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,1
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,1
c1cc(-c2c3ccccc3cc3ccccc23)cc(-c2c3ccccc3cc3ccccc23)c1,1
c1ccc2c(-c3cc(-c4c5ccccc5cc5ccccc45)cc(-c4c5ccccc5cc5ccccc45)c3)c3ccccc3cc2c1,1
c1ccc2c(B(c3c4ccccc4cc4ccccc34)c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,1
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,1
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)Sc2ccccc21,1
CCCCCCCN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3CCCCCCC)C2=C(C#N)C#N)Sc2ccccc21,1
COc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(OC)n2)cc1,1
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,1
Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,1
CC1(C)[C@@H]2CC[C@]1(C)c1nc3cc(-c4cccs4)ccc3nc12,1
COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4cc(-c5cccs5)ccc4nc2C3(Cl)C1(OC)OC,1
COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4ccc(-c5cccs5)cc4nc2C3(Cl)C1(OC)OC,1
C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1ccsc12,1
C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1c3sc4c(sc5c4sc4c([Si](C)(C)C)sc([Si](C)(C)C)c45)c3sc12,1
C[Si](C)(C)c1sc([Si](C)(C)C)c2c1sc1c2sc2sc3sc4c(sc5c([Si](C)(C)C)sc([Si](C)(C)C)c54)c3c21,1
Cc1cc(-c2ccc(C(C)(C)C)cc2)c2nsnc2c1-c1ccc(C(C)(C)C)cc1,1
CC(C)(C)c1ccc(-c2ccc(-c3ccc(C(C)(C)C)cc3)c3nsnc23)cc1,1
Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc2c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1,1
Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc2c1-c1ccc(C(C)(C)C)cc1,1
CC(C)(C)c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,1
Cc1cc(-c2ccc(C(C)(C)C)cc2)c2nsnc2c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
CC1=N/C(=C\c2ccccc2N)C(=O)N1C,1
CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,1
CC1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)N1C,1
c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,1
c1cc2ccc1CCCc1cc3c(cc1CCCc1ccc(c4nsnc14)CCC3)CCC2,1
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,1
O=C1Cc2cc3c(cc2CCCc2ccc(cc2)CCC3)CC(=O)Cc2ccc(c3nsnc23)C1,1
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,1
CN(C)c1cc(-c2ccccc2)cc2ccccc12,1
CN(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)cc2ccccc12,1
CN(C)c1ccc(C#Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2)cc1,1
CC(=O)c1ccc(C#Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2)cc1,1
CN(C)c1cc(-c2ccc(C#Cc3ccncc3)cc2)cc2ccccc12,1
CN(C)c1cc(-c2ccc(C#Cc3cc[n+](C)cc3)cc2)cc2ccccc12,1
CN(C)c1ccc(C#Cc2ccc3c(N(C)C)cc(-c4ccccc4)cc3c2)cc1,1
CC(=O)c1ccc(C#Cc2ccc3c(N(C)C)cc(-c4ccccc4)cc3c2)cc1,1
CN(C)c1cc(-c2ccccc2)cc2cc(C#Cc3ccncc3)ccc12,1
CN(C)c1[se]c(-c2ccccc2)nc1-c1ccccc1,1
COc1ccc(-c2nc(-c3ccccc3)c(N(C)C)[se]2)cc1,1
CN(C)c1[se]c(-c2ccc(Cl)cc2)nc1-c1ccccc1,1
c1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)[se]2)cc1,1
c1ccc(-c2nc(-c3ccccn3)[se]c2N(c2ccccc2)c2ccccc2)cc1,1
c1ccc(-c2ccc(-c3nc(-c4ccccc4)c(N(c4ccccc4)c4ccccc4)[se]3)cc2)cc1,1
c1ccc(-c2nc(-c3ccccn3)sc2N(c2ccccc2)c2ccccc2)cc1,1
Cc1ccc(/N=C2\N=C(N)c3cccc4cccc2c34)cc1,1
NC1=N/C(=N\c2ccccn2)c2cccc3cccc1c23,1
CN(/N=C1\N=C(N)C2(CCCC2)c2ccccc21)c1ccccc1,1
Cc1cc2ccccc2c2[nH]c3ccccc3c12,1
Cc1cccc2cc(C)c3c4ccccc4[nH]c3c12,1
COc1ccc2c(c1)cc(C)c1c3ccccc3[nH]c21,1
COc1cccc2cc(C)c3c4ccccc4[nH]c3c12,1
Cc1cc2ccccc2c2c1c1ccccc1n2C,1
COc1cccc2cc(C)c3c4ccccc4n(C)c3c12,1
Cc1cc2ccccc2c2c1c1ccccc1n2-c1ccccc1,1
COc1ccc(-n2c3ccccc3c3c(C)cc4ccccc4c32)cc1,1
Cc1cc2ccccc2c2c1c1ccccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
Cc1cc2ccccc2c2c1c1ccccc1n2-c1ccc(C#N)cc1,1
Cc1cc2ccccc2c2c1c1ccccc1n2C(=O)OC(C)(C)C,1
Cc1c(C)c2c3ccccc3[nH]c2c2ccccc12,1
CCCCCc1c(C)c2c3ccccc3[nH]c2c2ccccc12,1
Cc1cc2ccsc2c2[nH]c3ccccc3c12,1
Cc1cc2cc(C)c3c4ccccc4[nH]c3c2s1,1
Cc1cc2cc(C)c3c4ccccc4[nH]c3c2o1,1
Cc1cc2c3ccccc3sc2c2[nH]c3ccccc3c12,1
Cc1cc2c3ccccc3oc2c2[nH]c3ccccc3c12,1
Cc1cc2c3ccccc3[nH]c2c2[nH]c3ccccc3c12,1
Cc1cc2c3ccccc3n(C)c2c2c1c1ccccc1n2C,1
Cc1cc2c3ccccc3oc2c2c1c1ccccc1n2-c1ccc(C#N)cc1,1
Cc1cc2sccc2c2[nH]c3ccccc3c12,1
Cc1cc2oc3ccccc3c2c2[nH]c3ccccc3c12,1
Cc1cc2[nH]c3ccccc3c2c2[nH]c3ccccc3c12,1
C=CCOC(=O)C(C#N)=C1C=C(/C=C/c2ccc(N(C)C)cc2)OC(/C=C/c2ccc(N(C)C)cc2)=C1,1
C(S/C=C/c1ccc(/C=C/SC=C2CCCC2)cc1)=C1CCCC1,1
C(S/C=C/c1ccc(/C=C/SC=C2CCCCC2)cc1)=C1CCCCC1,1
C(S/C=C/c1ccc(/C=C/SC=C2CCCCCC2)cc1)=C1CCCCCC1,1
C(S/C=C/c1ccc(/C=C/SC=C2CCCCCCC2)cc1)=C1CCCCCCC1,1
CC1CCC(=CS/C=C/c2ccc(/C=C/SC=C3CCC(C)CC3)cc2)CC1,1
CC(C)(C)C1CCC(=CS/C=C/c2ccc(/C=C/SC=C3CCC(C(C)(C)C)CC3)cc2)CC1,1
C(S/C=C/c1ccc(/C=C/SC=C(c2ccccc2)c2ccccc2)cc1)=C(c1ccccc1)c1ccccc1,1
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCC3)cc2)cc1)=C1CCCC1,1
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCCC3)cc2)cc1)=C1CCCCC1,1
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCCCC3)cc2)cc1)=C1CCCCCC1,1
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCCCCC3)cc2)cc1)=C1CCCCCCC1,1
CC1CCC(=CS/C=C/c2ccc(-c3ccc(/C=C/SC=C4CCC(C)CC4)cc3)cc2)CC1,1
CC(C)(C)C1CCC(=CS/C=C/c2ccc(-c3ccc(/C=C/SC=C4CCC(C(C)(C)C)CC4)cc3)cc2)CC1,1
C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C(c3ccccc3)c3ccccc3)cc2)cc1)=C(c1ccccc1)c1ccccc1,1
C[Si](C)(C)O[Si]1(O[Si](C)(C)C)n2c3c4ccccc4c2/N=C2\N=C(/N=c4/c5ccccc5/c(n41)=N/C1=N/C(=N\3)c3ccccc31)c1ccccc12,1
c1ccc(CO[Si]23n4c5c6ccccc6c4/N=C4\N=C(/N=c6/c7ccccc7c(n62)=c2c6ccccc6c(n23)=N5)c2ccccc24)cc1,1
O=P12n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6c(n51)=c1c5ccccc5c(n12)=N4)c1ccccc13,1
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,1
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,1
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,1
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,1
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1nc(C)nc(C)n1,1
COc1cc(/C=C/c2nc3ccccc3o2)c(OC)cc1/C=C/c1nc(C)nc(C)n1,1
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1nc(C)nc(/C=C/c2cc(OC)c(/C=C/c3nc4ccccc4s3)cc2OC)n1,1
COc1cc(/C=C/c2nc3ccccc3o2)c(OC)cc1/C=C/c1nc(C)nc(/C=C/c2cc(OC)c(/C=C/c3nc4ccccc4o3)cc2OC)n1,1
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1
CCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCC)cc2)cc1,1
c1ccc(COc2cc(C[n+]3ccc(-c4cc[n+](Cc5cc(OCc6ccccc6)cc(OCc6ccccc6)c5)cc4)cc3)cc(OCc3ccccc3)c2)cc1,1
C[n+]1ccc(/C=C/c2cc[n+](C)cc2)cc1,1
C(=C/c1cc[n+](Cc2ccccc2)cc1)\c1cc[n+](Cc2ccccc2)cc1,1
C[n+]1cc2ccc3c[n+](C)cc4ccc(c1)c2c34,1
CCCCCCCCCC[n+]1cc2ccc3c[n+](CCCCCCCCCC)cc4ccc(c1)c2c34,1
c1ccc(C[n+]2cc3ccc4c[n+](Cc5ccccc5)cc5ccc(c2)c3c45)cc1,1
NC(=O)Cc1cccc2ccccc12,1
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,1
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,1
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,1
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cc(I)cc32)cc1,1
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,1
Cc1ccc(C2=C3C=C(I)C(I)=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,1
